Sample_No,Date,Sample_Point,Town,Measure,Result,Units
671093,2018-05-14,PA_14918,Paethsmouth,THM,0.006,mg/L
602725,2018-05-17,SW_18453,Swadlincote,E. coli,0,Orgs/100mL
659034,2018-05-18,ME_19919,Merton,E. coli,0,Orgs/100mL
616207,2018-05-18,ST_15552,Strathmore,E. coli,0,Orgs/100mL
626925,2018-05-18,ME_16148,Merton,E. coli,0,Orgs/100mL
692969,2017-10-19,BE_13507,Bellmoral,E. coli,0,Orgs/100mL
624955,2017-11-23,SO_13517,Southwold,E. coli,0,Orgs/100mL
617682,2017-11-23,ME_14145,Merton,Turbidity,0.3,NTU
639016,2017-11-23,BL_11946,Blancathey,Turbidity,0.1,NTU
696987,2017-11-23,BE_15310,Bellmoral,Turbidity,0.1,NTU
691807,2017-10-19,BL_13006,Blancathey,E. coli,0,Orgs/100mL
692807,2018-01-25,ME_15845,Merton,E. coli,0,Orgs/100mL
636789,2018-01-25,ST_14962,Strathmore,E. coli,0,Orgs/100mL
604124,2018-01-22,PA_16549,Paethsmouth,Turbidity,0.05,NTU
617319,2017-10-19,SO_11519,Southwold,THM,0.006,mg/L
639876,2017-10-19,BE_13507,Bellmoral,Turbidity,0.1,NTU
662791,2017-10-18,WA_17864,Wakefield,THM,0.009,mg/L
659642,2017-10-19,SN_15690,Snake's Canyon,Turbidity,0.1,NTU
659889,2017-10-19,SW_12557,Swadlincote,Turbidity,0.1,NTU
683022,2017-10-19,SO_11519,Southwold,Turbidity,0.1,NTU
661215,2018-01-18,BE_17841,Bellmoral,Turbidity,0.3,NTU
601798,2018-01-18,BE_17841,Bellmoral,THM,0.006,mg/L
646403,2017-10-19,ST_17003,Strathmore,Turbidity,0.1,NTU
682211,2017-10-19,ST_17003,Strathmore,THM,0.008,mg/L
600672,2017-10-19,SN_15690,Snake's Canyon,THM,0.053,mg/L
654314,2017-10-19,PO_16767,Pontybridge,Turbidity,0.05,NTU
691526,2018-02-22,ME_12675,Merton,E. coli,0,Orgs/100mL
696681,2018-02-22,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
636830,2018-02-22,SW_10554,Swadlincote,Turbidity,0.1,NTU
626040,2018-02-22,ST_10128,Strathmore,E. coli,0,Orgs/100mL
614448,2018-02-22,BE_13507,Bellmoral,E. coli,0,Orgs/100mL
666402,2018-01-18,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
638473,2017-12-07,PO_10936,Pontybridge,Turbidity,0.1,NTU
618259,2018-02-22,SN_15690,Snake's Canyon,Turbidity,0.2,NTU
636531,2018-02-22,TA_12934,Tarnstead,Turbidity,0.2,NTU
674041,2018-02-26,PA_14918,Paethsmouth,E. coli,0,Orgs/100mL
649501,2017-12-07,BE_16635,Bellmoral,Turbidity,0.1,NTU
666493,2017-12-07,SN_15690,Snake's Canyon,Turbidity,0.1,NTU
623864,2018-02-21,WA_18008,Wakefield,Turbidity,0.05,NTU
610198,2017-12-07,PO_10936,Pontybridge,THM,0.045,mg/L
688049,2017-12-07,SO_10696,Southwold,Turbidity,0.2,NTU
669830,2017-12-07,TA_13563,Tarnstead,THM,0.006,mg/L
685288,2018-01-19,ST_10128,Strathmore,Turbidity,0.2,NTU
660410,2018-01-19,ST_10128,Strathmore,E. coli,0,Orgs/100mL
606327,2018-01-19,TA_13563,Tarnstead,Turbidity,0.1,NTU
620152,2018-01-19,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
679203,2018-01-19,SO_17892,Southwold,Turbidity,0.1,NTU
649753,2018-01-19,SO_17892,Southwold,E. coli,0,Orgs/100mL
681079,2018-01-18,PO_16509,Pontybridge,Turbidity,0.1,NTU
647037,2017-12-11,PA_14918,Paethsmouth,Turbidity,0.1,NTU
683066,2017-12-13,WA_12904,Wakefield,E. coli,0,Orgs/100mL
635114,2018-02-08,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
629563,2018-02-08,ME_15640,Merton,E. coli,0,Orgs/100mL
682167,2018-02-08,BE_16635,Bellmoral,E. coli,0,Orgs/100mL
696499,2018-02-08,ST_15319,Strathmore,E. coli,0,Orgs/100mL
667939,2018-04-19,ME_19548,Merton,E. coli,0,Orgs/100mL
653553,2018-04-19,ST_19479,Strathmore,Turbidity,0.1,NTU
681842,2018-04-19,PO_16509,Pontybridge,Turbidity,0.2,NTU
676702,2018-04-19,SW_12557,Swadlincote,THM,0.007,mg/L
698470,2018-02-08,ST_18354,Strathmore,Turbidity,0.1,NTU
650142,2018-02-12,PA_11116,Paethsmouth,E. coli,0,Orgs/100mL
639160,2018-02-22,SW_10554,Swadlincote,THM,0.15,mg/L
663006,2018-03-01,BL_14330,Blancathey,E. coli,0,Orgs/100mL
604120,2018-03-29,SO_17892,Southwold,Turbidity,0.05,NTU
618525,2018-04-06,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
680449,2018-03-29,BE_15310,Bellmoral,THM,0.007,mg/L
638484,2018-04-05,ST_14989,Strathmore,E. coli,0,Orgs/100mL
676714,2018-02-08,TA_12934,Tarnstead,THM,0.11,mg/L
653828,2018-05-21,PA_14206,Paethsmouth,E. coli,0,Orgs/100mL
665339,2018-03-08,ME_14356,Merton,E. coli,0,Orgs/100mL
609294,2018-03-08,BL_14594,Blancathey,Turbidity,0.05,NTU
648211,2018-05-18,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
648563,2018-05-17,SW_18453,Swadlincote,THM,0.007,mg/L
680145,2018-03-29,BE_15310,Bellmoral,Turbidity,0.05,NTU
688782,2018-04-19,SO_19853,Southwold,THM,0.006,mg/L
614321,2018-04-27,BE_13507,Bellmoral,Turbidity,0.2,NTU
688958,2018-04-18,WA_12904,Wakefield,THM,0.006,mg/L
638422,2018-05-17,BE_18768,Bellmoral,E. coli,0,Orgs/100mL
654538,2018-04-27,SO_19646,Southwold,Turbidity,0.1,NTU
612781,2018-04-26,WA_18008,Wakefield,E. coli,0,Orgs/100mL
651826,2018-04-23,PA_12021,Paethsmouth,Turbidity,0.05,NTU
676315,2018-02-22,SO_11580,Southwold,E. coli,0,Orgs/100mL
685938,2018-02-22,ST_14952,Strathmore,E. coli,0,Orgs/100mL
607816,2018-05-23,WA_10025,Wakefield,E. coli,0,Orgs/100mL
608614,2018-05-24,ST_17736,Strathmore,E. coli,0,Orgs/100mL
666191,2018-05-18,ST_15552,Strathmore,Turbidity,0.1,NTU
694726,2018-02-15,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
617713,2018-04-19,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
619708,2018-05-18,ST_16944,Strathmore,E. coli,0,Orgs/100mL
640172,2018-04-19,TA_12407,Tarnstead,Turbidity,0.05,NTU
630821,2018-04-19,SN_14788,Snake's Canyon,Turbidity,0.1,NTU
677061,2018-05-18,ST_15552,Strathmore,THM,0.007,mg/L
637793,2018-05-18,SO_11134,Southwold,THM,0.006,mg/L
620048,2018-03-09,WA_13324,Wakefield,E. coli,0,Orgs/100mL
684579,2018-06-15,BE_16635,Bellmoral,Turbidity,0.1,NTU
669196,2018-06-15,ST_17970,Strathmore,Turbidity,0.1,NTU
642923,2018-06-15,PO_16509,Pontybridge,THM,0.049,mg/L
663951,2018-06-15,ST_17970,Strathmore,THM,0.007,mg/L
643024,2018-06-21,SW_12557,Swadlincote,E. coli,0,Orgs/100mL
635965,2018-06-21,BL_14330,Blancathey,E. coli,0,Orgs/100mL
666230,2018-04-19,ST_19479,Strathmore,THM,0.007,mg/L
691723,2018-04-19,SW_12557,Swadlincote,Turbidity,0.05,NTU
624628,2018-04-18,WA_12904,Wakefield,Turbidity,0.05,NTU
662457,2018-05-17,BE_18768,Bellmoral,Turbidity,0.05,NTU
630371,2018-05-24,ME_19866,Merton,E. coli,0,Orgs/100mL
619148,2018-05-24,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
679904,2018-05-18,ME_16148,Merton,Turbidity,0.05,NTU
644578,2018-05-24,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
619676,2018-05-18,SN_14943,Snake's Canyon,Turbidity,0.05,NTU
621551,2018-04-27,SO_19646,Southwold,E. coli,0,Orgs/100mL
644970,2018-05-24,ME_11431,Merton,E. coli,0,Orgs/100mL
635053,2018-05-24,ME_16507,Merton,E. coli,0,Orgs/100mL
689352,2018-05-24,SO_11519,Southwold,E. coli,0,Orgs/100mL
616840,2018-04-11,WA_17412,Wakefield,E. coli,0,Orgs/100mL
679223,2018-04-06,BE_12742,Bellmoral,Turbidity,0.05,NTU
683153,2018-04-06,ME_15845,Merton,E. coli,0,Orgs/100mL
617903,2018-04-03,PA_11469,Paethsmouth,Turbidity,0.05,NTU
611199,2018-06-20,WA_12904,Wakefield,E. coli,0,Orgs/100mL
609268,2018-05-17,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
683943,2018-05-24,BE_17841,Bellmoral,E. coli,0,Orgs/100mL
638377,2018-04-12,BE_16635,Bellmoral,E. coli,0,Orgs/100mL
665618,2018-07-04,WA_17864,Wakefield,Turbidity,0.2,NTU
662886,2018-07-06,SW_15649,Swadlincote,E. coli,0,Orgs/100mL
672210,2018-07-06,BE_15094,Bellmoral,E. coli,0,Orgs/100mL
681329,2018-07-05,ME_11496,Merton,Turbidity,0.1,NTU
621195,2018-07-05,ST_16875,Strathmore,Turbidity,0.1,NTU
655172,2018-07-06,BE_15094,Bellmoral,Turbidity,0.2,NTU
692009,2018-07-06,SW_15649,Swadlincote,Turbidity,0.2,NTU
601632,2018-07-05,SN_11423,Snake's Canyon,Turbidity,0.1,NTU
694045,2018-05-18,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
624814,2018-04-06,TA_11822,Tarnstead,Turbidity,0.05,NTU
667012,2018-05-18,SO_11134,Southwold,E. coli,0,Orgs/100mL
664407,2018-06-21,BE_16639,Bellmoral,E. coli,0,Orgs/100mL
632146,2018-06-21,ME_14145,Merton,E. coli,0,Orgs/100mL
699896,2018-05-23,WA_10025,Wakefield,Turbidity,0.2,NTU
662909,2018-05-24,SW_18483,Swadlincote,E. coli,0,Orgs/100mL
699132,2018-05-31,ST_18354,Strathmore,E. coli,0,Orgs/100mL
608581,2018-05-31,ME_16215,Merton,E. coli,0,Orgs/100mL
606270,2018-05-28,PA_15033,Paethsmouth,Turbidity,0.2,NTU
667338,2018-05-31,SW_10279,Swadlincote,E. coli,0,Orgs/100mL
684638,2018-05-31,SO_14753,Southwold,E. coli,0,Orgs/100mL
641090,2018-05-31,ST_17003,Strathmore,E. coli,0,Orgs/100mL
663675,2018-05-24,BL_11946,Blancathey,THM,0.05,mg/L
612694,2018-05-24,ST_17736,Strathmore,Turbidity,0.1,NTU
629270,2018-05-24,SN_14788,Snake's Canyon,THM,0.05,mg/L
662376,2018-05-31,BL_14330,Blancathey,E. coli,0,Orgs/100mL
639664,2018-05-24,SW_18483,Swadlincote,Turbidity,0.05,NTU
604406,2018-05-24,SO_11519,Southwold,Turbidity,0.5,NTU
619538,2018-06-20,WA_12904,Wakefield,Turbidity,0.2,NTU
681631,2018-06-21,ST_14989,Strathmore,Turbidity,0.2,NTU
683998,2018-06-21,PO_10333,Pontybridge,Turbidity,0.1,NTU
602547,2018-07-05,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
666404,2018-04-06,SW_17925,Swadlincote,Turbidity,0.05,NTU
643735,2018-04-09,PA_16549,Paethsmouth,Turbidity,0.05,NTU
624162,2018-04-12,BL_13006,Blancathey,E. coli,0,Orgs/100mL
656370,2018-04-12,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
631455,2017-12-14,PO_16509,Pontybridge,Turbidity,0.1,NTU
607401,2017-12-14,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
611888,2017-12-14,ME_11496,Merton,Turbidity,0.2,NTU
602720,2017-12-14,ME_11496,Merton,E. coli,0,Orgs/100mL
622739,2017-12-14,ST_15552,Strathmore,E. coli,0,Orgs/100mL
612237,2017-12-14,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
687661,2017-12-14,SW_12557,Swadlincote,Turbidity,0.2,NTU
637578,2017-12-14,SW_12557,Swadlincote,E. coli,0,Orgs/100mL
662807,2017-12-14,ST_18680,Strathmore,E. coli,0,Orgs/100mL
683439,2017-12-14,SO_11580,Southwold,E. coli,0,Orgs/100mL
652565,2017-12-14,SN_14788,Snake's Canyon,Turbidity,0.1,NTU
692497,2017-12-14,BL_14330,Blancathey,Turbidity,0.05,NTU
609095,2017-12-13,WA_12904,Wakefield,Turbidity,0.2,NTU
697318,2018-02-08,SO_13517,Southwold,Turbidity,0.1,NTU
644650,2018-02-08,ME_15640,Merton,Turbidity,0.2,NTU
621632,2018-02-08,SN_14788,Snake's Canyon,Turbidity,0.05,NTU
621649,2017-12-14,BL_14330,Blancathey,E. coli,0,Orgs/100mL
622538,2018-03-01,SN_11423,Snake's Canyon,Turbidity,0.05,NTU
670744,2018-03-01,PO_10333,Pontybridge,Turbidity,0.05,NTU
643548,2018-06-15,SO_19426,Southwold,THM,0.006,mg/L
686488,2018-06-21,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
632147,2018-06-21,ST_14989,Strathmore,E. coli,0,Orgs/100mL
682452,2018-04-04,SN_11423,Snake's Canyon,Turbidity,0.05,NTU
684330,2018-06-21,BE_16639,Bellmoral,Turbidity,0.2,NTU
609274,2018-06-21,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
683741,2018-06-21,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
643063,2018-03-29,SN_15690,Snake's Canyon,Turbidity,0.2,NTU
681426,2018-04-06,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
629436,2018-04-06,SW_17925,Swadlincote,E. coli,0,Orgs/100mL
681225,2018-06-21,SO_12799,Southwold,Turbidity,0.2,NTU
611148,2018-06-21,TA_13563,Tarnstead,Turbidity,0.3,NTU
673523,2018-06-21,SW_12557,Swadlincote,Turbidity,0.3,NTU
666901,2018-06-21,ME_14145,Merton,Turbidity,0.3,NTU
649651,2018-06-28,BE_13507,Bellmoral,Turbidity,0.1,NTU
670809,2018-06-28,BL_14594,Blancathey,Turbidity,0.2,NTU
655281,2018-06-28,SO_13517,Southwold,Turbidity,0.2,NTU
619165,2018-07-05,ME_17256,Merton,E. coli,0,Orgs/100mL
601348,2018-07-05,ST_16875,Strathmore,E. coli,0,Orgs/100mL
685336,2018-07-05,SO_19646,Southwold,E. coli,0,Orgs/100mL
601982,2018-07-05,ST_19479,Strathmore,E. coli,0,Orgs/100mL
629405,2018-07-05,ME_12675,Merton,E. coli,0,Orgs/100mL
670712,2018-06-21,BL_14330,Blancathey,Turbidity,0.3,NTU
659451,2018-06-21,BL_14330,Blancathey,THM,0.049,mg/L
626748,2018-06-21,SN_14943,Snake's Canyon,THM,0.04,mg/L
609662,2018-03-08,SO_14953,Southwold,Turbidity,0.05,NTU
624660,2018-03-08,SN_14943,Snake's Canyon,Turbidity,0.4,NTU
666126,2018-07-05,SO_19853,Southwold,E. coli,0,Orgs/100mL
625162,2018-07-05,BL_17886,Blancathey,E. coli,0,Orgs/100mL
628232,2018-04-06,ME_15547,Merton,Turbidity,0.05,NTU
696832,2018-07-05,ME_11496,Merton,E. coli,0,Orgs/100mL
661088,2018-04-12,ME_19289,Merton,E. coli,0,Orgs/100mL
620549,2018-04-12,ST_14962,Strathmore,E. coli,0,Orgs/100mL
678485,2018-06-18,PA_11469,Paethsmouth,Turbidity,0.1,NTU
684725,2018-05-18,BL_14594,Blancathey,Turbidity,0.05,NTU
640405,2018-05-18,TA_11822,Tarnstead,Turbidity,0.05,NTU
613571,2018-06-15,SN_15690,Snake's Canyon,Turbidity,0.2,NTU
678841,2018-06-15,BL_11946,Blancathey,Turbidity,0.1,NTU
600202,2018-05-24,BE_17841,Bellmoral,THM,0.007,mg/L
688754,2018-05-31,SW_10279,Swadlincote,Turbidity,0.1,NTU
601023,2018-05-24,BE_17841,Bellmoral,Turbidity,0.05,NTU
676965,2018-05-31,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
683524,2018-05-31,BE_15310,Bellmoral,E. coli,0,Orgs/100mL
641571,2018-05-31,BE_15310,Bellmoral,Turbidity,0.3,NTU
678068,2018-05-30,WA_15101,Wakefield,E. coli,0,Orgs/100mL
659920,2018-05-31,ST_18354,Strathmore,Turbidity,0.05,NTU
678694,2018-06-04,PA_19684,Paethsmouth,E. coli,0,Orgs/100mL
677123,2018-05-31,BL_14330,Blancathey,Turbidity,0.1,NTU
606329,2018-05-31,TA_13563,Tarnstead,Turbidity,0.05,NTU
689516,2018-05-31,SN_11423,Snake's Canyon,Turbidity,0.3,NTU
634979,2018-05-30,WA_15101,Wakefield,Turbidity,0.05,NTU
696018,2018-06-12,PA_17652,Paethsmouth,Turbidity,0.2,NTU
649790,2018-06-15,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
675435,2018-06-12,PA_17652,Paethsmouth,THM,0.007,mg/L
698721,2018-05-24,BL_11946,Blancathey,E. coli,0,Orgs/100mL
638323,2018-05-21,PA_14206,Paethsmouth,Turbidity,0.1,NTU
614802,2018-05-18,BL_14594,Blancathey,E. coli,0,Orgs/100mL
617155,2018-05-17,SW_18453,Swadlincote,Turbidity,0.05,NTU
666471,2018-03-29,ST_17970,Strathmore,E. coli,0,Orgs/100mL
642310,2018-03-29,SW_10279,Swadlincote,E. coli,0,Orgs/100mL
623061,2018-02-15,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
669056,2018-05-18,SO_11134,Southwold,Turbidity,0.1,NTU
614003,2018-04-06,PO_10333,Pontybridge,Turbidity,0.05,NTU
609076,2018-07-26,BE_17841,Bellmoral,Turbidity,0.2,NTU
686403,2018-07-26,SO_17043,Southwold,E. coli,0,Orgs/100mL
642532,2018-07-26,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
666079,2018-07-26,BL_14330,Blancathey,Turbidity,0.2,NTU
663469,2018-07-26,ME_18009,Merton,E. coli,0,Orgs/100mL
630520,2018-07-25,WA_10025,Wakefield,E. coli,0,Orgs/100mL
609692,2018-07-26,SW_18483,Swadlincote,E. coli,0,Orgs/100mL
659006,2018-07-26,ST_15552,Strathmore,Turbidity,0.2,NTU
695362,2018-07-26,ME_19934,Merton,E. coli,0,Orgs/100mL
685745,2018-07-26,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
650937,2018-07-25,WA_10025,Wakefield,Turbidity,0.2,NTU
630081,2018-07-26,BE_17841,Bellmoral,E. coli,0,Orgs/100mL
659791,2018-07-26,SW_18483,Swadlincote,Turbidity,0.2,NTU
685350,2018-06-27,WA_18008,Wakefield,E. coli,0,Orgs/100mL
611651,2018-06-20,WA_12904,Wakefield,THM,0.009,mg/L
610640,2018-06-21,SN_14943,Snake's Canyon,Turbidity,0.2,NTU
666454,2018-07-19,ST_14952,Strathmore,Turbidity,0.2,NTU
647184,2018-06-25,PA_16549,Paethsmouth,E. coli,0,Orgs/100mL
633771,2018-04-27,ST_15552,Strathmore,E. coli,0,Orgs/100mL
614234,2018-04-26,WA_18008,Wakefield,Turbidity,0.1,NTU
627614,2018-04-30,PA_11116,Paethsmouth,E. coli,0,Orgs/100mL
683833,2018-04-27,SW_10554,Swadlincote,E. coli,0,Orgs/100mL
622084,2018-07-05,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
650950,2018-07-05,ST_15319,Strathmore,E. coli,0,Orgs/100mL
661968,2018-07-06,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
642345,2018-04-27,ME_17891,Merton,E. coli,0,Orgs/100mL
678064,2018-04-27,ME_17256,Merton,E. coli,0,Orgs/100mL
617934,2018-04-27,SW_10554,Swadlincote,Turbidity,0.1,NTU
643794,2018-04-27,PO_16767,Pontybridge,Turbidity,0.1,NTU
611463,2018-04-27,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
653869,2018-05-02,WA_10025,Wakefield,E. coli,0,Orgs/100mL
630126,2018-04-27,BL_13006,Blancathey,E. coli,0,Orgs/100mL
616271,2018-04-27,ST_15319,Strathmore,E. coli,0,Orgs/100mL
621391,2018-04-27,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
694985,2018-07-26,SN_14943,Snake's Canyon,Turbidity,0.2,NTU
666729,2018-07-26,BL_14330,Blancathey,E. coli,0,Orgs/100mL
654228,2018-07-26,ST_16944,Strathmore,E. coli,0,Orgs/100mL
635384,2018-07-26,PO_10333,Pontybridge,Turbidity,0.1,NTU
610188,2018-07-30,PA_14918,Paethsmouth,E. coli,0,Orgs/100mL
697931,2018-04-12,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
611096,2018-04-12,SO_12799,Southwold,E. coli,0,Orgs/100mL
613310,2018-05-10,ST_14952,Strathmore,E. coli,0,Orgs/100mL
671919,2018-08-23,ST_14989,Strathmore,E. coli,0,Orgs/100mL
641780,2018-08-23,SO_19426,Southwold,E. coli,0,Orgs/100mL
645292,2018-08-23,ST_10128,Strathmore,E. coli,0,Orgs/100mL
681669,2018-07-05,TA_12934,Tarnstead,Turbidity,0.6,NTU
692487,2018-07-06,PO_16767,Pontybridge,Turbidity,0.1,NTU
680840,2018-07-09,PA_12021,Paethsmouth,E. coli,0,Orgs/100mL
661675,2018-08-02,ST_17736,Strathmore,E. coli,0,Orgs/100mL
683500,2018-08-02,TA_11822,Tarnstead,Turbidity,0.2,NTU
612535,2018-07-26,ME_19934,Merton,THM,0.011,mg/L
681546,2018-07-26,SO_17043,Southwold,THM,0.011,mg/L
641304,2018-05-24,PO_16509,Pontybridge,Turbidity,0.2,NTU
607052,2018-05-31,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
689856,2018-05-31,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
655971,2018-05-31,PO_16767,Pontybridge,Turbidity,0.05,NTU
666195,2018-05-31,ME_16215,Merton,Turbidity,0.1,NTU
648016,2018-06-25,PA_16549,Paethsmouth,Turbidity,0.1,NTU
682790,2018-09-06,ME_11496,Merton,E. coli,0,Orgs/100mL
616149,2018-08-02,TA_11822,Tarnstead,THM,0.011,mg/L
693015,2018-08-02,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
608038,2018-08-02,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
672112,2018-08-23,SO_19426,Southwold,THM,0.01,mg/L
674912,2018-08-24,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
661727,2018-09-06,ST_15319,Strathmore,E. coli,0,Orgs/100mL
609690,2018-09-06,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
606724,2018-08-23,ME_14145,Merton,THM,0.008,mg/L
690800,2018-08-30,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
608582,2018-05-24,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
637064,2018-05-31,SO_14753,Southwold,Turbidity,0.1,NTU
633316,2018-06-15,ME_15547,Merton,Turbidity,0.1,NTU
695222,2018-07-19,BE_18768,Bellmoral,E. coli,0,Orgs/100mL
628749,2018-06-15,SO_19426,Southwold,E. coli,0,Orgs/100mL
601323,2018-06-15,PO_16509,Pontybridge,Turbidity,0.7,NTU
658005,2018-06-15,TA_12934,Tarnstead,Turbidity,0.7,NTU
626460,2018-06-15,SW_11438,Swadlincote,Turbidity,0.2,NTU
621204,2018-07-19,SW_18453,Swadlincote,E. coli,0,Orgs/100mL
618510,2018-07-19,TA_13563,Tarnstead,Turbidity,0.2,NTU
649142,2018-07-19,ME_19919,Merton,E. coli,0,Orgs/100mL
636790,2018-07-19,BE_18768,Bellmoral,Turbidity,0.3,NTU
607319,2018-07-19,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
692601,2018-07-19,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
624465,2018-07-19,SW_18453,Swadlincote,Turbidity,0.2,NTU
680741,2018-07-19,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
653389,2018-07-19,PO_16509,Pontybridge,Turbidity,0.2,NTU
619975,2018-07-19,SN_15690,Snake's Canyon,Turbidity,0.2,NTU
688951,2018-07-19,ST_14952,Strathmore,E. coli,0,Orgs/100mL
607752,2018-06-21,SO_12799,Southwold,E. coli,0,Orgs/100mL
611699,2018-06-21,ST_14962,Strathmore,E. coli,0,Orgs/100mL
676830,2018-05-17,PO_16870,Pontybridge,Turbidity,0.05,NTU
620181,2018-05-24,ST_13051,Strathmore,E. coli,0,Orgs/100mL
623364,2018-05-24,TA_12407,Tarnstead,Turbidity,0.1,NTU
655736,2018-06-14,WA_17412,Wakefield,E. coli,0,Orgs/100mL
667319,2018-06-15,ME_15845,Merton,E. coli,0,Orgs/100mL
665237,2018-06-21,ME_15640,Merton,E. coli,0,Orgs/100mL
604645,2018-06-21,ME_19548,Merton,E. coli,0,Orgs/100mL
643941,2018-08-24,BE_16639,Bellmoral,E. coli,0,Orgs/100mL
669559,2018-08-24,SW_12557,Swadlincote,E. coli,0,Orgs/100mL
647948,2018-08-27,PA_17652,Paethsmouth,E. coli,0,Orgs/100mL
696674,2018-08-02,BL_14594,Blancathey,Turbidity,0.2,NTU
660013,2018-08-01,WA_15101,Wakefield,Turbidity,0.2,NTU
675085,2018-08-02,BE_15310,Bellmoral,E. coli,0,Orgs/100mL
642983,2018-08-02,ME_16507,Merton,Turbidity,0.2,NTU
641965,2018-08-02,SN_14788,Snake's Canyon,Turbidity,0.2,NTU
678939,2018-08-16,BE_16635,Bellmoral,E. coli,0,Orgs/100mL
623296,2018-08-02,ST_13051,Strathmore,Turbidity,0.3,NTU
679139,2018-08-24,PO_16509,Pontybridge,Turbidity,0.2,NTU
671951,2018-08-23,SO_19426,Southwold,Turbidity,0.3,NTU
628975,2018-08-24,BE_16639,Bellmoral,Turbidity,0.2,NTU
612952,2018-08-30,BE_13507,Bellmoral,E. coli,0,Orgs/100mL
644290,2018-08-30,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
658162,2018-08-24,BE_16639,Bellmoral,THM,0.01,mg/L
653776,2018-08-30,ST_13895,Strathmore,E. coli,0,Orgs/100mL
602008,2018-08-30,ME_19548,Merton,E. coli,0,Orgs/100mL
627312,2018-04-27,ME_11496,Merton,E. coli,0,Orgs/100mL
671873,2018-04-27,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
676838,2018-04-27,ST_15552,Strathmore,Turbidity,0.1,NTU
684704,2018-04-27,SN_11423,Snake's Canyon,Turbidity,0.05,NTU
675176,2018-04-27,BE_13507,Bellmoral,E. coli,0,Orgs/100mL
605749,2018-04-27,TA_11822,Tarnstead,Turbidity,0.1,NTU
652397,2018-04-30,PA_11116,Paethsmouth,Turbidity,0.1,NTU
659368,2018-08-01,WA_15101,Wakefield,E. coli,0,Orgs/100mL
624177,2018-08-06,PA_14206,Paethsmouth,E. coli,0,Orgs/100mL
621176,2018-08-02,BL_14594,Blancathey,E. coli,0,Orgs/100mL
654978,2018-08-02,ME_16507,Merton,E. coli,0,Orgs/100mL
691748,2018-08-02,ST_13051,Strathmore,E. coli,0,Orgs/100mL
603218,2018-08-02,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
674635,2018-08-02,SW_10279,Swadlincote,E. coli,0,Orgs/100mL
646556,2018-08-02,SO_11134,Southwold,Turbidity,0.2,NTU
650888,2018-08-02,SO_11134,Southwold,E. coli,0,Orgs/100mL
628322,2018-06-15,ST_17970,Strathmore,E. coli,0,Orgs/100mL
615407,2018-04-12,SW_11438,Swadlincote,Turbidity,0.05,NTU
615353,2018-04-12,TA_12934,Tarnstead,THM,0.006,mg/L
657927,2018-08-16,ST_16139,Strathmore,E. coli,0,Orgs/100mL
681559,2018-07-25,WA_10025,Wakefield,THM,0.012,mg/L
612232,2018-07-30,PA_14918,Paethsmouth,Turbidity,0.2,NTU
