V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
R_77ohGUgbNefVWGp,Default Response Set,Anonymous,,,107.210.29.31,0,2015-03-19 15:27:41,2015-03-19 15:28:46,1,1217158795,iZXUO4qzTRT6ucyNUcERCQ**,27197,Qual712-0618WaterUtilities,2,consent,65,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5BhCMdj3SbnMtlX,Default Response Set,Anonymous,,,155.94.227.21,0,2015-03-19 15:19:21,2015-03-19 15:28:51,1,1276630205,iZXUO4qzTRSnEUUc5zLv7g**,27197,Qual712-0618WaterUtilities,1,,570,19187751953953,1,1,1,1,4,6,6,7,4,3,4,5,3,5,3,1,5,3,4,5,5,5,4,4,4,5,3,4,3,2,5,4,3,4
R_b3lYvogKsedp9g9,Default Response Set,Anonymous,,,104.35.215.77,0,2015-03-19 15:30:51,2015-03-19 15:33:02,1,1067772587,iZXUO4qzTRToTuzSxRwo-g**,27197,Qual712-0618WaterUtilities,1,,131,16048621955413,1,1,1,1,1,7,7,7,4,3,1,4,3,4,1,1,7,7,7,7,7,4,7,4,6,4,4,4,4,4,4,4,4,4
R_9LkiXMs7pruaxVj,Default Response Set,Anonymous,,,104.174.129.108,0,2015-03-19 15:30:51,2015-03-19 15:34:16,1,1277870065,iZXUO4qzTRRD_UqzHIV65w**,27197,Qual712-0618WaterUtilities,1,,205,19206387049753,1,1,1,1,1,7,7,7,4,4,4,4,1,1,1,1,6,4,6,3,3,4,6,4,4,4,6,4,4,4,4,3,4,4
R_cPgf9MZjbwSOagZ,Default Response Set,Anonymous,,,24.61.116.176,0,2015-03-19 15:33:39,2015-03-19 15:36:37,1,1275906867,iZXUO4qzTRSl3v23T3ey7Q**,27197,Qual712-0618WaterUtilities,1,,178,19176880183813,1,3,1,1,1,6,7,7,4,4,4,6,2,2,2,1,7,7,5,6,7,7,5,6,7,7,6,5,5,7,6,7,6,5
R_01CdKpxUVfFBk0Z,Default Response Set,Anonymous,,,73.38.248.179,0,2015-03-19 15:37:17,2015-03-19 15:39:02,1,1278638482,iZXUO4qzTRS_n5ucovbHeA**,27197,Qual712-0618WaterUtilities,2,attention,105,,1,3,1,1,1,7,7,7,7,2,1,1,2,1,2,0,,,,,,,,,,,,,,,,,,
R_9mpRg6nReuvbzwN,Default Response Set,Anonymous,,,71.177.200.158,0,2015-03-19 15:37:15,2015-03-19 15:42:03,1,1079453556,iZXUO4qzTRT9edAArfCSlA**,27197,Qual712-0618WaterUtilities,1,,288,16224186919483,1,1,1,2,2,2,6,6,3,6,6,6,6,2,2,1,5,5,4,2,6,3,5,4,3,4,4,5,4,5,4,1,5,3
R_3IdCtu5dTw6eETP,Default Response Set,Anonymous,,,71.212.134.1,0,2015-03-19 15:37:39,2015-03-19 15:42:32,1,1218683113,iZXUO4qzTRRcHCEyxT3AIg**,27197,Qual712-0618WaterUtilities,1,,293,18316807161193,1,2,1,1,1,7,7,7,6,3,1,2,1,1,1,1,6,6,7,3,5,4,6,4,6,7,6,6,6,6,6,4,4,4
R_02KnthEPKXJZvq5,Default Response Set,Anonymous,,,73.169.44.55,0,2015-03-19 15:42:21,2015-03-19 15:45:36,1,1271769882,iZXUO4qzTRR1Uyp-GA9fsQ**,27197,Qual712-0618WaterUtilities,2,attention,195,,1,2,1,1,1,7,7,7,7,2,3,4,4,1,2,0,,,,,,,,,,,,,,,,,,
R_e9fFbzEdv1x2QyF,Default Response Set,Anonymous,,,172.249.92.39,0,2015-03-19 15:48:13,2015-03-19 15:48:31,1,1257307024,iZXUO4qzTRQmSUMltr1ZqA**,27197,Qual712-0618WaterUtilities,2,noTapWater,18,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6R0cg5tJRUVmtSJ,Default Response Set,Anonymous,,,216.165.250.100,0,2015-03-19 15:46:20,2015-03-19 15:49:30,1,1230261219,iZXUO4qzTRTy8pMzByyEUw**,27197,Qual712-0618WaterUtilities,1,,190,18490826094373,1,1,1,1,1,7,6,7,4,1,2,4,2,4,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5
R_8f6jeBPMwZjz87b,Default Response Set,Anonymous,,,108.184.134.58,0,2015-03-19 15:48:18,2015-03-19 15:49:33,1,1217905227,iZXUO4qzTRT9u_kFgdLtvw**,27197,Qual712-0618WaterUtilities,1,,75,18305115534613,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,1,7,6,6,6,7,7,7,7,7,6,7,7,7,7,6,7,7,6
R_5u3SJJ1NHRuWr9b,Default Response Set,Anonymous,,,71.212.211.141,0,2015-03-19 15:40:53,2015-03-19 15:49:56,1,1269540254,iZXUO4qzTRTFtV5xXu5g2A**,27197,Qual712-0618WaterUtilities,1,,543,19081189990423,1,2,1,1,1,7,7,7,6,6,2,4,1,1,1,1,7,6,7,7,2,4,7,4,6,7,4,6,4,7,4,7,4,7
R_0lbD8vzDGVPoCa1,Default Response Set,Anonymous,,,75.70.206.213,0,2015-03-19 15:48:08,2015-03-19 15:50:57,1,1199789126,iZXUO4qzTRRotdDUGOX-iw**,27197,Qual712-0618WaterUtilities,1,,169,18032830536583,1,2,1,1,1,7,7,7,4,4,1,4,4,1,1,1,7,7,7,7,7,7,7,4,7,7,7,4,7,7,4,7,4,7
R_7Q9p8GY7kRTNs0t,Default Response Set,Anonymous,,,99.101.228.196,0,2015-03-19 15:48:10,2015-03-19 15:51:36,1,1259381918,iZXUO4qzTRQTrHlqbNcLSw**,27197,Qual712-0618WaterUtilities,1,,206,18928510200343,1,1,1,2,3,6,6,6,6,4,5,6,4,2,1,1,5,4,5,5,6,4,5,5,5,4,4,5,4,4,6,6,5,5
R_abc9kgqybd1Zszz,Default Response Set,Anonymous,,,104.32.176.27,0,2015-03-19 15:37:16,2015-03-19 15:52:01,1,1278639132,iZXUO4qzTRTnn3zdzdhzPA**,27197,Qual712-0618WaterUtilities,1,,885,19217946126763,1,1,1,2,1,7,7,7,6,1,1,1,2,1,1,1,7,2,3,2,7,4,5,4,4,4,4,4,4,4,4,5,4,4
R_ex7pDXpmtltqs17,Default Response Set,Anonymous,,,174.29.194.150,0,2015-03-19 15:46:31,2015-03-19 15:53:04,1,1249747039,iZXUO4qzTRQd9qsXna1pGw**,27197,Qual712-0618WaterUtilities,1,,393,18783697968973,1,2,1,2,2,4,6,7,4,4,5,5,5,1,2,1,6,4,5,3,6,5,4,4,5,4,6,4,3,4,5,6,4,5
R_9S87SqKwWVPGmA5,Default Response Set,Anonymous,,,66.189.45.117,0,2015-03-19 15:52:16,2015-03-19 15:59:07,1,1278639858,iZXUO4qzTRSJy6CqFEmb7A**,27197,Qual712-0618WaterUtilities,1,,411,19217957038543,1,3,1,1,1,6,7,7,3,5,4,4,4,1,1,1,7,6,5,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4
R_24yQpTPZQddhobz,Default Response Set,Anonymous,,,24.147.136.227,0,2015-03-19 15:56:39,2015-03-19 15:59:12,1,1172474589,iZXUO4qzTRTaYa1YbLatgw**,27197,Qual712-0618WaterUtilities,1,,153,17622293045473,1,3,1,1,1,7,7,7,5,6,1,4,4,1,1,1,7,7,7,7,7,7,7,7,7,6,7,7,6,6,6,7,6,7
R_86oJlY1dw2XO1c9,Default Response Set,Anonymous,,,67.127.100.104,0,2015-03-19 16:03:22,2015-03-19 16:04:34,1,1278640642,iZXUO4qzTRSwZBntVCPebw**,27197,Qual712-0618WaterUtilities,2,noTapWater,72,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_djqN4BhWX6XJY8J,Default Response Set,Anonymous,,,198.72.232.75,0,2015-03-19 15:59:15,2015-03-19 16:07:08,1,1275988019,iZXUO4qzTRRlEpQhULtRhA**,27197,Qual712-0618WaterUtilities,1,,473,19178099898373,1,1,1,1,1,7,7,7,4,4,4,4,4,4,3,1,7,4,4,1,7,1,3,6,6,7,4,6,5,1,7,7,6,7
R_3F9m0gISxhAUMNn,Default Response Set,Anonymous,,,68.123.155.251,0,2015-03-19 16:03:21,2015-03-19 16:07:32,1,147521410,iZXUO4qzTRTpPhtgwHUUdQ**,27197,Qual712-0618WaterUtilities,1,,251,2217246765103,1,1,1,1,1,5,7,7,5,4,3,4,1,2,1,1,7,7,7,7,7,7,7,7,7,7,7,4,6,7,6,7,7,5
R_eqTjhik8ACjjQUt,Default Response Set,Anonymous,,,107.2.234.146,0,2015-03-19 16:07:11,2015-03-19 16:08:24,1,1256018885,iZXUO4qzTRTBT6G41wVelw**,27197,Qual712-0618WaterUtilities,2,attention,73,,1,2,1,5,6,3,5,5,2,4,3,6,5,5,5,0,,,,,,,,,,,,,,,,,,
R_9LlEeEBmTxXLJnT,Default Response Set,Anonymous,,,98.245.205.214,0,2015-03-19 16:08:49,2015-03-19 16:10:24,1,1254242466,iZXUO4qzTRSAttjiz4c0uw**,27197,Qual712-0618WaterUtilities,2,attention,95,,1,2,1,4,3,5,5,7,3,6,3,6,5,1,1,0,,,,,,,,,,,,,,,,,,
R_bqoy6SH9gfuZ5Up,Default Response Set,Anonymous,,,75.84.224.44,0,2015-03-19 16:10:18,2015-03-19 16:12:58,1,1274210934,iZXUO4qzTRS8D6mIZyVtGg**,27197,Qual712-0618WaterUtilities,1,,160,19151390310823,1,1,1,1,1,7,7,7,7,1,1,1,1,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_bErCQ4M56EmA08B,Default Response Set,Anonymous,,,65.74.16.96,0,2015-03-19 16:12:41,2015-03-19 16:13:23,1,1278555160,iZXUO4qzTRR-cIvJn4HXSg**,27197,Qual712-0618WaterUtilities,2,otherCity,42,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8odopTFx8Ha7mD3,Default Response Set,Anonymous,,,198.72.147.68,0,2015-03-19 16:13:28,2015-03-19 16:18:17,1,1277762083,iZXUO4qzTRQbPnqhJZBO6Q**,27197,Qual712-0618WaterUtilities,2,attention,289,,1,1,1,4,4,7,7,7,4,4,4,4,4,1,1,0,,,,,,,,,,,,,,,,,,
R_bOucnL2yKs94c2V,Default Response Set,Anonymous,,,50.184.252.52,0,2015-03-19 16:19:10,2015-03-19 16:20:05,1,1277971607,iZXUO4qzTRRcgBgZG5G5Vw**,27197,Qual712-0618WaterUtilities,2,otherCity,55,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cGrVphiJNTHnvBb,Default Response Set,Anonymous,,,24.34.75.233,0,2015-03-19 16:17:51,2015-03-19 16:21:10,1,1277880815,iZXUO4qzTRQMGF0nHWeipg**,27197,Qual712-0618WaterUtilities,2,attention,199,,1,3,1,1,3,5,7,7,5,4,1,4,2,2,1,0,,,,,,,,,,,,,,,,,,
R_9BJEyFX2EpI6x5H,Default Response Set,Anonymous,,,63.205.58.156,0,2015-03-19 16:24:30,2015-03-19 16:26:27,1,1121203792,iZXUO4qzTRRbKTwufqYFJA**,27197,Qual712-0618WaterUtilities,2,attention,117,,1,1,1,1,1,7,7,7,3,7,5,7,4,1,2,0,,,,,,,,,,,,,,,,,,
R_1RnU8fbO9BISYbb,Default Response Set,Anonymous,,,172.249.35.115,0,2015-03-19 16:21:35,2015-03-19 16:29:32,1,1273477343,iZXUO4qzTRSPnzRLXCJR1g**,27197,Qual712-0618WaterUtilities,1,,477,19140364438093,1,1,1,1,1,7,7,7,1,6,6,7,7,5,2,1,5,2,3,2,5,2,4,2,3,3,3,3,3,4,3,5,2,3
R_1Y9SN7zK0Yj8t5X,Default Response Set,Anonymous,,,172.249.104.114,0,2015-03-19 16:29:48,2015-03-19 16:30:40,1,1278636524,iZXUO4qzTRTq-gtcp11iSQ**,27197,Qual712-0618WaterUtilities,2,attention,52,,1,1,1,3,5,3,3,3,6,5,7,6,1,1,6,0,,,,,,,,,,,,,,,,,,
R_08PUpUGPS4x2vT7,Default Response Set,Anonymous,,,71.84.72.41,0,2015-03-19 16:28:45,2015-03-19 16:31:37,1,1255781621,iZXUO4qzTRRmrifAbmHriw**,27197,Qual712-0618WaterUtilities,1,,172,18874397736433,1,1,1,3,3,5,4,7,4,5,6,5,3,4,2,1,4,4,2,2,3,5,2,3,4,4,4,4,4,4,4,5,3,5
R_0B2Z2FvRQsYdgEd,Default Response Set,Anonymous,,,97.122.203.94,0,2015-03-19 16:33:36,2015-03-19 16:36:12,1,1269316462,iZXUO4qzTRShpSMK4oqZFg**,27197,Qual712-0618WaterUtilities,1,,156,19077826396663,1,2,1,2,2,5,7,5,6,2,4,3,3,4,1,1,6,6,6,5,6,4,6,4,5,4,4,4,4,4,4,4,4,3
R_3Pf9F4hd8b2vkQB,Default Response Set,Anonymous,,,50.177.234.129,0,2015-03-19 16:37:31,2015-03-19 16:38:07,1,1277827291,iZXUO4qzTRTbL5B_A-061g**,27197,Qual712-0618WaterUtilities,2,otherCity,36,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3kCDJVJiLETlSsJ,Default Response Set,Anonymous,,,199.115.115.207,0,2015-03-19 16:40:05,2015-03-19 16:41:40,1,1277603353,iZXUO4qzTRSgAUVfKUsAKA**,27197,Qual712-0618WaterUtilities,2,noTapWater,95,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3q7FXZ6Cb4mWSzP,Default Response Set,Anonymous,,,50.136.29.104,0,2015-03-19 16:24:48,2015-03-19 16:47:56,1,1273173119,iZXUO4qzTRTCS4h55BpBNw**,27197,Qual712-0618WaterUtilities,2,attention,1388,,1,3,1,4,3,5,7,7,5,6,3,5,6,4,1,0,,,,,,,,,,,,,,,,,,
R_eFENOZVXUqEliRv,Default Response Set,Anonymous,,,209.203.99.19,0,2015-03-19 16:43:57,2015-03-19 16:50:11,1,1276433815,iZXUO4qzTRR3HISZjrPivw**,27197,Qual712-0618WaterUtilities,1,,374,19184800212253,1,1,1,1,2,7,7,7,7,2,2,2,2,3,3,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_9AWE6N1QcZI2Xm5,Default Response Set,Anonymous,,,199.115.115.210,0,2015-03-19 16:46:56,2015-03-19 16:50:52,1,1277699074,iZXUO4qzTRQZ3HZU315WDA**,27197,Qual712-0618WaterUtilities,1,,236,19203817055023,1,1,1,1,5,5,5,7,5,1,2,1,4,5,2,1,3,4,3,1,2,6,5,4,7,2,3,4,4,3,2,4,3,4
R_eyXjCGUoAcYyvrv,Default Response Set,Anonymous,,,172.248.80.38,0,2015-03-19 16:53:19,2015-03-19 16:57:44,1,1208596449,iZXUO4qzTRRpnaKMEDhGZQ**,27197,Qual712-0618WaterUtilities,1,,265,18165204601273,1,1,1,3,3,5,5,5,5,5,5,4,3,3,4,1,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5
R_e5L8GvuaKUXXWtf,Default Response Set,Anonymous,,,142.129.53.243,0,2015-03-19 16:57:53,2015-03-19 16:58:10,1,1264609323,iZXUO4qzTRQF-4puMq-gNQ**,27197,Qual712-0618WaterUtilities,2,otherCity,17,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1B71km5YpynLj4p,Default Response Set,Anonymous,,,184.99.239.64,0,2015-03-19 16:52:52,2015-03-19 16:58:16,1,1172809619,iZXUO4qzTRQrnf2i_qUBig**,27197,Qual712-0618WaterUtilities,1,,324,17627328546373,1,2,1,3,3,6,7,7,6,3,2,4,3,1,1,1,7,7,6,7,7,6,4,6,4,5,4,4,5,4,5,6,4,5
R_0Sq59IIgTGFhwGx,Default Response Set,Anonymous,,,75.148.36.145,0,2015-03-19 16:58:26,2015-03-19 17:04:40,1,1238337835,iZXUO4qzTRR_LGFBPWTsyA**,27197,Qual712-0618WaterUtilities,1,,374,18612217632853,1,2,1,6,5,5,5,6,2,3,4,5,4,5,1,1,4,5,5,3,3,5,6,5,4,5,5,2,3,4,3,6,4,5
R_ehTcvDAdHbb3YAR,Default Response Set,Anonymous,,,99.6.92.212,0,2015-03-19 17:00:23,2015-03-19 17:04:45,1,1276017690,iZXUO4qzTRRG1VljlX4xpQ**,27197,Qual712-0618WaterUtilities,1,,262,19178545853503,1,1,1,1,1,6,7,7,5,2,3,3,3,2,1,1,6,6,6,3,6,4,5,4,5,4,5,4,4,4,4,4,4,4
R_08rbQ6BY91kZAhL,Default Response Set,Anonymous,,,116.106.12.130,0,2015-03-19 17:04:19,2015-03-19 17:08:01,1,1278573798,iZXUO4qzTRQvsNK8Zb45Yw**,27197,Qual712-0618WaterUtilities,1,,222,19216964156743,1,1,1,5,6,4,4,4,3,4,5,6,4,6,3,1,4,6,2,5,3,3,5,5,3,5,4,5,6,2,5,6,5,5
R_0ibb0k6ulB0wCJT,Default Response Set,Anonymous,,,166.173.187.109,0,2015-03-19 17:08:19,2015-03-19 17:09:48,1,1278644166,iZXUO4qzTRSNddTqEDBL5w**,27197,Qual712-0618WaterUtilities,2,attention,89,,1,2,1,1,4,4,4,4,3,3,4,3,1,3,1,0,,,,,,,,,,,,,,,,,,
R_7PQhEc1n2FCDpVr,Default Response Set,Anonymous,,,96.229.70.226,0,2015-03-19 17:12:10,2015-03-19 17:15:25,1,1276918607,iZXUO4qzTRT_AV-JfljtKw**,27197,Qual712-0618WaterUtilities,1,,195,19192086636013,1,1,1,2,3,5,4,3,3,5,5,2,4,3,2,1,6,5,5,3,5,4,5,4,4,4,5,4,4,4,4,5,4,4
R_6KZpUo0nbFPQgPb,Default Response Set,Anonymous,,,173.225.78.125,0,2015-03-19 17:08:07,2015-03-19 17:16:59,1,1274402933,iZXUO4qzTRTsPWxT1JIjJg**,27197,Qual712-0618WaterUtilities,1,,532,19154276055793,1,1,1,1,1,7,7,7,7,1,1,1,1,7,6,1,6,7,7,7,7,7,6,6,7,6,6,6,7,6,6,7,6,7
R_emw0NeheiubuUJf,Default Response Set,Anonymous,,,166.171.121.106,0,2015-03-19 17:12:12,2015-03-19 17:17:16,1,1208525502,iZXUO4qzTRRdMlV5EJeBSA**,27197,Qual712-0618WaterUtilities,1,,304,18164138267863,1,1,1,2,2,6,6,6,6,4,5,6,4,1,1,1,6,5,6,6,6,4,6,6,5,4,4,4,4,4,4,4,4,5
R_40LssZKo8HmC6e9,Default Response Set,Anonymous,,,67.221.255.53,0,2015-03-19 17:18:10,2015-03-19 17:20:47,1,1263624736,iZXUO4qzTRQdETiUz7CH3g**,27197,Qual712-0618WaterUtilities,1,,157,18992279754883,1,1,1,1,1,7,7,7,7,2,1,2,1,7,7,1,7,6,6,6,7,6,6,6,7,7,6,6,6,6,7,6,6,7
R_3OBVF10skpgXTil,Default Response Set,Anonymous,,,24.8.118.251,0,2015-03-19 17:09:26,2015-03-19 17:21:06,1,1132113608,iZXUO4qzTRSIjhkIynKdAA**,27197,Qual712-0618WaterUtilities,1,,700,17015667501043,1,2,1,1,1,7,7,7,4,5,4,4,3,4,1,1,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,3,4,3
R_2n3DE6unhv0oDiZ,Default Response Set,Anonymous,,,65.49.68.200,0,2015-03-19 17:25:41,2015-03-19 17:26:51,1,1273425111,iZXUO4qzTRQUXIW7kj5RrA**,27197,Qual712-0618WaterUtilities,2,attention,70,,1,1,1,1,2,5,4,4,7,5,7,3,3,3,5,0,,,,,,,,,,,,,,,,,,
R_3QwedcdVDO6QUjr,Default Response Set,Anonymous,,,184.96.191.110,0,2015-03-19 17:24:29,2015-03-19 17:30:02,1,1262818804,iZXUO4qzTRRZRptpk8pbrg**,27197,Qual712-0618WaterUtilities,1,,333,18980166596923,1,2,1,1,1,7,7,7,7,1,1,1,1,5,3,1,6,5,5,6,5,5,5,6,6,6,5,4,6,4,5,4,6,5
R_ea4N2RRUZp1J8Lb,Default Response Set,Anonymous,,,162.194.160.97,0,2015-03-19 17:29:45,2015-03-19 17:31:32,1,1257487339,iZXUO4qzTRQowUxtzVgjKg**,27197,Qual712-0618WaterUtilities,2,attention,107,,1,1,1,4,2,4,4,7,3,4,4,6,2,1,1,0,,,,,,,,,,,,,,,,,,
R_exI672NPxzkCqz3,Default Response Set,Anonymous,,,99.112.85.67,0,2015-03-19 17:28:28,2015-03-19 17:32:16,1,1234026567,iZXUO4qzTRRxx6VbQvrgdQ**,27197,Qual712-0618WaterUtilities,1,,228,18547419274813,1,1,1,1,4,7,7,7,4,4,4,4,4,4,2,1,7,4,6,4,7,6,6,5,7,5,6,6,5,5,5,6,5,6
R_bC2T1TgksNWp725,Default Response Set,Anonymous,,,173.248.160.44,0,2015-03-19 17:29:36,2015-03-19 17:34:02,1,1275139625,iZXUO4qzTRQ0qwd7bMFYow**,27197,Qual712-0618WaterUtilities,1,,266,19165348536553,1,2,1,1,2,6,6,5,6,2,2,3,3,5,3,1,6,6,6,6,5,5,6,5,5,5,6,5,5,7,7,6,6,5
R_cCPVHuTbHVMtJ9X,Default Response Set,Anonymous,,,108.225.14.184,0,2015-03-19 17:36:16,2015-03-19 17:36:33,1,1278631461,iZXUO4qzTRS42f3Jc6jZnA**,27197,Qual712-0618WaterUtilities,2,otherCity,17,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2fydozFUYN8IpF3,Default Response Set,Anonymous,,,24.218.172.142,0,2015-03-19 17:21:37,2015-03-19 17:38:04,1,1111962607,iZXUO4qzTRQw4pvOMVY1pw**,27197,Qual712-0618WaterUtilities,1,,987,16712797956013,1,3,1,1,1,3,7,7,4,4,3,4,4,1,1,1,7,7,7,7,7,7,7,4,7,4,7,7,4,4,7,4,7,4
R_2nHI2jDcIVRfhXf,Default Response Set,Anonymous,,,169.235.236.214,0,2015-03-19 17:41:19,2015-03-19 17:45:53,1,1277923261,iZXUO4qzTRTyTDcQQinE1A**,27197,Qual712-0618WaterUtilities,1,,274,19207186585633,1,1,1,3,3,4,5,3,3,5,6,5,6,3,2,1,6,5,5,4,6,5,4,5,4,5,3,4,6,4,6,6,5,6
R_8qpXY8q9ZeARfPD,Default Response Set,Anonymous,,,208.54.38.204,0,2015-03-19 17:43:30,2015-03-19 17:48:04,1,1260358924,iZXUO4qzTRSMcXEppHBqJA**,27197,Qual712-0618WaterUtilities,1,,274,18943194600523,1,2,1,1,1,7,7,7,1,7,6,4,4,1,1,1,6,6,5,3,6,5,7,4,6,4,5,4,4,4,4,6,4,1
R_0SWs7lTTPOJfC9T,Default Response Set,Anonymous,,,50.139.147.82,0,2015-03-19 17:49:09,2015-03-19 17:53:24,1,1079214361,iZXUO4qzTRQNocLTEiNDZQ**,27197,Qual712-0618WaterUtilities,1,,255,16220591818633,1,3,1,1,1,7,7,7,2,7,2,7,4,1,3,1,7,6,7,6,6,4,5,4,6,4,6,4,4,5,4,5,4,3
R_eaPIIQl4NKfsAWF,Default Response Set,Anonymous,,,76.169.202.206,0,2015-03-19 17:54:22,2015-03-19 17:57:10,1,1131920160,iZXUO4qzTRQFqxWWXlg4OA**,27197,Qual712-0618WaterUtilities,1,,168,17012759977603,1,1,1,1,1,5,6,7,3,6,6,6,6,1,1,1,7,7,7,7,7,7,7,7,7,6,7,6,6,6,6,6,6,7
R_9p1arUeFlxIsKS9,Default Response Set,Anonymous,,,108.38.37.219,0,2015-03-19 17:52:33,2015-03-19 17:58:13,1,1141363508,iZXUO4qzTRQs3UlQZxetRg**,27197,Qual712-0618WaterUtilities,1,,340,17154693498043,1,1,1,1,1,7,7,7,4,4,2,7,1,2,1,1,7,4,5,5,7,5,7,5,6,6,6,4,4,3,4,6,4,6
R_0SrUBbBvrN1RHSd,Default Response Set,Anonymous,,,75.82.112.190,0,2015-03-19 17:43:27,2015-03-19 18:01:33,1,1277768786,iZXUO4qzTRS1Tw5bYAiQYg**,27197,Qual712-0618WaterUtilities,1,,1086,19204864826383,1,1,1,1,1,7,7,7,1,7,2,7,6,1,1,1,6,6,6,6,6,6,6,4,6,4,4,4,6,4,4,6,4,4
R_56jlJDEvfPpHY9v,Default Response Set,Anonymous,,,108.251.99.138,0,2015-03-19 17:33:28,2015-03-19 18:01:50,1,1233648619,iZXUO4qzTRSaptymIGty0g**,27197,Qual712-0618WaterUtilities,1,,1702,18541738716373,1,1,1,2,2,4,4,7,3,4,5,3,3,2,2,1,6,1,2,1,5,6,5,4,3,3,5,4,4,4,4,4,4,4
R_eDLJwin50zRMBIF,Default Response Set,Anonymous,,,71.9.5.173,0,2015-03-19 17:58:47,2015-03-19 18:03:32,1,1275953503,iZXUO4qzTRQU0KmO-Mqfzg**,27197,Qual712-0618WaterUtilities,1,,285,19177581122893,1,1,1,1,4,7,7,7,7,1,1,4,4,2,1,1,7,7,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7
R_bw0cQUjY3Bo9nnf,Default Response Set,Anonymous,,,68.71.152.101,0,2015-03-19 18:01:43,2015-03-19 18:03:41,1,1274213246,iZXUO4qzTRRcZ6bOAI63Xw**,27197,Qual712-0618WaterUtilities,2,attention,118,,1,2,1,3,3,3,6,6,6,3,3,4,3,6,3,0,,,,,,,,,,,,,,,,,,
R_0CXvW06myvygOhL,Default Response Set,Anonymous,,,209.73.136.93,0,2015-03-19 18:01:34,2015-03-19 18:08:58,1,1278072878,iZXUO4qzTRSCtM2Abh6d5w**,27197,Qual712-0618WaterUtilities,2,attention,444,,1,1,1,3,1,3,3,2,3,3,3,2,2,1,3,0,,,,,,,,,,,,,,,,,,
R_7OjveLYiZJNKvzv,Default Response Set,Anonymous,,,71.160.221.109,0,2015-03-19 18:05:46,2015-03-19 18:09:41,1,1258991985,iZXUO4qzTRTwkme3k6e7og**,27197,Qual712-0618WaterUtilities,1,,235,18922649507353,1,1,1,2,1,6,4,7,3,5,4,5,3,1,1,1,7,5,4,6,6,6,6,6,6,6,6,6,5,5,6,7,6,5
R_1OgNnw80I9NWZKt,Default Response Set,Anonymous,,,104.34.220.104,0,2015-03-19 18:12:33,2015-03-19 18:17:24,1,1259492229,iZXUO4qzTRTD-hgxnlw4Bw**,27197,Qual712-0618WaterUtilities,2,attention,291,,1,1,1,1,1,7,7,7,4,4,5,4,3,4,1,0,,,,,,,,,,,,,,,,,,
R_e3fl2mtyzf73zY9,Default Response Set,Anonymous,,,104.143.41.41,0,2015-03-19 18:19:59,2015-03-19 18:22:27,1,1278082673,iZXUO4qzTRS7vRqKEijYmw**,27197,Qual712-0618WaterUtilities,1,,148,19209582547993,1,1,1,1,2,3,7,4,7,2,6,1,5,6,6,1,5,6,5,7,6,5,5,6,7,7,6,6,6,6,6,7,7,7
R_cIv93KfzoNpCtBH,Default Response Set,Anonymous,,,73.186.72.222,0,2015-03-19 18:19:54,2015-03-19 18:23:04,1,1140352579,iZXUO4qzTRSxvIRox_kE2w**,27197,Qual712-0618WaterUtilities,1,,190,17139499235173,1,3,1,1,1,7,7,7,4,4,1,4,4,1,1,1,7,7,7,7,7,4,7,4,4,4,7,4,4,4,4,4,4,4
R_bEPhoXgUKosN8qN,Default Response Set,Anonymous,,,104.174.40.132,0,2015-03-19 18:16:30,2015-03-19 18:32:12,1,1278556123,iZXUO4qzTRTKS3fJI1L9IQ**,27197,Qual712-0618WaterUtilities,2,attention,942,,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,0,,,,,,,,,,,,,,,,,,
